customer_txn_count_60m,customer_amount_mean_prior,amount_deviation_ratio,is_new_device,is_new_merchant,location_shift,customer_device_degree,customer_merchant_degree,device_customer_degree,merchant_customer_degree,shared_device_customer_count,relationship_risk_score,is_fraud
2,30.16,0.5968,0,0,0,1,1,0,5,0,0.2554,0
1,25.69,-1.0,0,0,0,2,2,2,3,0,0.164,0
5,49.56,-0.454,0,0,0,1,3,0,6,1,0.2299,0
1,6.0,-0.3092,0,0,0,0,5,0,3,1,0.1702,0
2,30.52,0.2291,0,0,0,0,5,1,3,1,0.0007,0
0,13.87,-1.0,0,0,0,2,3,1,5,0,0.0253,0
0,25.91,1.2793,0,0,0,3,2,1,3,0,0.0488,0
3,94.32,0.0637,0,0,0,3,4,0,3,1,0.0002,0
2,20.01,-0.2494,0,1,0,1,3,2,5,1,0.2001,0
1,27.67,0.2989,0,0,0,1,1,0,5,0,0.1855,0
0,22.78,-0.0412,0,1,0,2,5,2,3,0,0.0804,0
6,77.89,1.7287,1,1,1,5,8,4,18,4,0.8419,1
2,59.64,0.4729,1,0,0,1,5,0,5,0,0.0002,0
7,126.45,2.3835,0,1,1,3,11,3,17,3,0.9392,1
2,138.55,1.6652,1,1,1,5,8,3,10,6,0.6485,1
8,158.74,2.5006,0,0,0,3,11,8,9,5,0.3801,1
3,32.34,-0.1666,0,0,0,1,1,0,6,0,0.0827,0
2,68.87,0.7926,0,1,0,0,2,2,11,1,0.0327,0
4,23.61,0.3134,0,0,0,2,3,1,7,0,0.0142,0
0,15.99,-1.0,0,0,1,0,2,0,2,0,0.0009,0
3,59.92,-0.3053,0,0,0,2,2,1,5,2,0.0127,0
1,23.15,-1.0,0,0,0,0,3,3,4,0,0.0055,0
4,52.12,1.1636,0,0,0,1,2,0,5,0,0.0,0
1,109.13,-0.4105,0,0,0,0,0,3,4,0,0.0004,0
2,90.92,-0.3893,0,1,0,1,4,0,7,0,0.006,0
2,20.89,0.3781,0,0,0,3,3,0,4,0,0.216,0
1,33.51,0.1792,0,0,0,0,1,0,3,0,0.107,0
4,51.57,0.0852,0,1,0,3,4,1,5,0,0.0117,0
1,74.17,-0.4221,1,0,1,1,4,0,3,0,0.0368,0
2,125.09,-1.0,0,0,0,0,2,1,4,0,0.0263,0
0,16.37,-1.0,0,0,0,2,1,0,6,0,0.0086,0
3,75.67,-0.0801,0,0,0,4,9,1,6,0,0.0028,0
3,46.32,0.2277,0,0,0,3,2,2,7,0,0.33,0
0,32.97,-1.0,0,0,0,2,3,0,6,0,0.1285,0
0,69.96,-0.8855,0,0,0,2,0,0,6,0,0.0421,0
5,61.76,-1.0,1,0,0,2,0,3,11,0,0.055,0
2,79.89,-0.8125,0,0,0,3,2,0,4,0,0.0156,0
2,6.36,0.2692,0,1,0,0,5,3,4,0,0.2107,0
6,112.06,1.912,1,0,0,2,8,4,15,4,0.9201,1
1,104.58,-0.7989,0,1,1,1,3,1,3,0,0.0015,0
2,22.4,-0.0754,0,0,0,1,2,0,5,0,0.0931,0
1,44.99,0.6249,0,0,0,1,3,1,6,1,0.3816,0
0,17.45,-0.6641,0,0,0,1,4,2,7,0,0.1313,0
2,49.94,1.0676,0,0,0,2,5,0,3,0,0.0108,0
2,30.51,0.0074,0,0,0,0,2,1,4,0,0.006,0
1,12.74,-0.6427,0,0,0,1,2,2,6,0,0.0187,0
2,7.77,0.0714,0,1,0,2,1,0,1,1,0.0038,0
8,49.59,2.8253,0,1,0,4,15,3,20,2,0.9836,1
0,63.98,0.5356,0,0,0,3,3,1,7,0,0.139,0
10,380.1,1.1846,0,0,0,2,6,1,16,3,0.3949,1
2,61.11,-0.5255,0,1,0,1,3,0,8,0,0.0878,0
1,105.22,0.5112,0,1,0,1,5,0,6,1,0.0558,0
1,47.04,0.9223,0,0,0,2,3,2,4,1,0.2431,0
4,99.34,-0.8067,0,0,0,0,1,2,5,0,0.0008,0
0,15.15,0.9586,0,0,0,3,3,0,5,0,0.0057,0
3,43.93,0.9734,0,0,0,4,6,1,7,0,0.0199,0
1,7.37,0.0262,0,0,0,0,1,2,1,0,0.0952,0
11,100.08,2.9134,1,0,0,5,8,5,10,6,0.8713,1
3,32.02,0.5228,0,0,0,1,4,1,2,0,0.13,0
2,53.78,-0.7783,0,1,0,0,2,1,7,0,0.026,0
2,44.29,0.3038,0,0,0,1,2,1,4,1,0.2705,0
1,46.48,1.5624,0,0,0,1,5,2,4,2,0.0618,0
5,159.97,1.4817,0,1,1,4,5,6,11,5,0.7433,1
6,242.04,1.7573,1,1,0,6,7,7,10,5,0.8386,1
2,20.32,-0.4727,0,0,0,1,3,1,5,0,0.162,0
6,105.46,2.3013,1,1,1,2,4,6,13,4,0.702,1
0,46.22,0.1544,1,0,0,4,2,1,9,0,0.0178,0
0,30.83,0.337,0,0,0,1,4,2,7,0,0.0064,0
1,13.34,0.3326,0,0,0,1,2,0,4,1,0.1529,0
1,16.44,-0.8218,0,1,0,0,5,0,5,1,0.0003,0
2,103.82,-1.0,0,0,1,4,2,1,4,0,0.0104,0
2,32.86,-0.4212,0,0,1,2,3,2,5,0,0.2562,0
2,12.84,0.0621,0,1,0,1,3,1,6,0,0.0023,0
1,31.51,-0.3742,0,0,0,2,2,0,5,0,0.0034,0
1,98.37,1.1965,0,0,0,0,2,2,3,0,0.0795,0
12,136.49,1.7988,1,1,0,2,9,2,15,3,0.8591,1
2,13.04,0.1109,1,0,0,3,3,2,3,0,0.0411,0
2,47.45,-1.0,0,0,0,1,4,0,4,0,0.0873,0
2,24.06,0.5711,0,0,0,0,5,2,6,0,0.1263,0
4,285.11,0.6251,1,1,0,1,7,5,18,2,0.7285,1
2,42.92,1.4298,1,0,0,3,3,1,6,1,0.2175,0
1,61.53,1.3486,1,0,1,1,4,2,3,0,0.0011,0
2,25.23,0.2265,0,0,0,1,0,3,6,1,0.194,0
6,62.51,-0.3008,0,0,0,0,3,1,4,0,0.0881,0
1,43.01,-0.0511,0,0,0,0,1,1,8,0,0.0115,0
1,7.36,0.8572,0,0,0,0,6,1,3,0,0.0018,0
0,44.79,0.4291,0,0,0,0,1,1,3,0,0.1274,0
0,49.13,0.845,0,0,0,3,2,2,9,0,0.0138,0
2,42.66,0.9149,0,0,0,1,1,3,5,1,0.0923,0
3,127.77,-0.8868,0,0,0,0,3,1,1,0,0.0267,0
0,7.86,1.3972,1,0,0,0,5,0,4,0,0.0077,0
2,56.79,0.3474,0,0,0,2,0,1,6,0,0.1434,0
3,24.77,0.29,0,0,0,0,0,0,6,0,0.0222,0
1,62.8,0.322,0,0,0,2,5,2,5,0,0.0439,0
1,41.28,-0.6132,0,0,0,2,2,1,4,0,0.0219,0
2,23.16,0.7594,0,1,0,2,2,0,7,0,0.0262,0
2,18.12,-1.0,0,0,0,1,0,1,4,1,0.2156,0
0,25.51,0.6683,0,0,0,0,4,1,1,0,0.0192,0
3,58.73,-0.1659,0,1,0,0,1,2,6,0,0.0041,0
2,37.24,0.2683,0,0,0,1,5,0,4,0,0.0174,0
4,16.87,1.2975,0,0,0,1,3,0,1,2,0.1088,0
0,59.1,-0.5493,0,0,0,0,3,1,2,0,0.0612,0
0,29.4,0.6824,0,0,0,1,3,2,4,0,0.0002,0
1,45.28,-0.6573,0,0,1,1,0,0,7,0,0.0321,0
13,189.22,2.933,0,1,1,3,8,2,15,1,0.8639,1
1,106.95,-0.2225,0,0,0,0,3,1,6,0,0.0003,0
2,81.99,0.0332,0,0,0,2,1,3,1,1,0.021,0
8,82.18,4.0981,1,1,1,0,11,2,13,4,0.8876,1
9,109.75,2.8425,0,1,0,5,4,5,15,3,0.991,1
0,222.02,1.3872,0,1,0,0,3,1,5,0,0.1382,0
2,22.11,-0.4179,0,0,0,0,2,1,1,0,0.0336,0
0,133.24,0.2694,0,1,0,1,1,1,4,0,0.3111,0
1,60.35,-0.3133,0,0,0,0,2,2,7,1,0.1733,0
3,82.65,0.4339,0,0,0,2,7,1,6,0,0.0206,0
13,192.85,1.414,1,1,1,6,12,7,16,4,0.7517,1
0,44.54,-0.3373,0,0,0,0,2,0,7,1,0.209,0
3,22.96,-0.8954,0,0,0,0,3,0,4,0,0.1387,0
3,5.29,0.2305,0,0,0,3,7,3,2,0,0.466,0
1,91.46,-0.3932,0,0,0,2,3,1,1,0,0.0992,0
4,26.97,0.1828,0,0,0,0,4,1,5,1,0.2163,0
0,22.38,-1.0,0,0,0,1,2,0,5,1,0.0002,0
1,55.69,-1.0,0,0,0,0,3,2,6,0,0.0297,0
1,46.31,-0.2385,0,0,0,3,10,1,2,0,0.0002,0
2,18.83,0.2648,0,0,0,0,4,3,6,1,0.0001,0
2,42.29,1.2882,0,0,0,0,2,1,8,0,0.0512,0
2,30.82,-0.1968,0,0,0,0,2,0,4,1,0.0273,0
2,143.81,0.4503,0,0,0,1,5,1,5,0,0.2071,0
3,14.86,1.8581,1,0,0,2,1,0,3,0,0.3036,0
0,35.27,0.312,0,0,0,0,2,3,9,0,0.0286,0
7,374.37,3.7987,0,0,0,3,4,6,16,3,0.3007,1
2,11.24,0.457,0,0,0,3,2,2,6,1,0.022,0
3,34.36,0.8374,0,0,0,0,1,1,5,1,0.0021,0
1,52.32,1.3163,0,0,0,2,1,1,7,1,0.249,0
3,58.03,-0.4016,0,0,0,2,3,2,10,0,0.0445,0
1,15.46,-0.1013,0,0,0,0,3,1,3,0,0.011,0
0,23.43,-0.3591,0,0,0,0,3,0,3,0,0.2875,0
0,43.18,-0.4488,0,0,0,3,3,1,4,0,0.2262,0
8,137.71,3.3265,1,0,1,4,11,4,15,4,0.598,1
1,5.76,0.1908,0,0,0,0,1,0,4,0,0.0353,0
1,27.89,0.1747,0,0,0,2,1,2,6,1,0.005,0
2,40.7,-0.2972,0,0,0,1,4,1,4,0,0.0077,0
2,80.08,-1.0,0,0,0,1,1,2,4,0,0.0404,0
3,48.28,-0.5135,0,0,0,3,2,0,4,1,0.2768,0
5,72.8,-1.0,0,0,0,2,3,0,5,0,0.0915,0
1,27.3,1.0399,0,0,0,3,4,0,5,0,0.0161,0
4,24.76,1.2451,0,0,0,2,2,2,6,1,0.0136,0
3,5.59,0.8822,1,1,0,2,0,1,1,0,0.0846,0
1,95.86,0.2337,0,0,0,2,1,1,5,0,0.0048,0
6,221.5,1.823,1,1,0,7,4,2,16,2,0.6323,1
8,85.41,3.4761,1,1,1,2,13,4,14,7,0.9653,1
0,38.0,0.1819,0,0,0,2,2,0,7,1,0.0042,0
5,141.12,0.3464,1,1,1,1,7,6,16,4,0.8021,1
1,91.53,-0.7748,0,1,0,3,6,1,6,0,0.1455,0
1,131.66,-0.1491,0,0,0,1,2,1,6,1,0.0014,0
2,16.93,-0.2077,0,0,0,0,5,1,4,0,0.0012,0
5,167.17,1.7519,1,0,1,1,11,5,9,5,0.7041,1
2,5.56,-0.3976,0,0,0,1,3,3,6,0,0.0742,0
0,20.39,-0.8058,0,1,0,2,3,0,4,1,0.0045,0
2,72.67,-0.1881,0,0,0,1,2,1,2,0,0.0741,0
0,42.03,0.3348,0,0,0,2,1,2,3,1,0.064,0
1,16.64,0.5086,0,0,0,1,1,0,4,0,0.1986,0
2,69.87,-1.0,0,1,0,3,1,2,4,0,0.0583,0
2,15.63,-0.6275,0,0,0,1,3,2,7,0,0.0007,0
0,64.15,-0.207,0,0,0,0,3,2,4,0,0.0009,0
0,125.99,-0.4735,0,1,0,0,3,2,2,1,0.0751,0
3,7.98,-0.2905,0,1,0,1,4,2,4,0,0.0435,0
4,216.04,1.9971,1,0,1,2,5,6,16,0,0.5758,1
2,41.74,0.8144,0,0,0,1,4,0,4,0,0.057,0
0,51.81,0.3783,0,1,0,1,1,2,1,0,0.1761,0
1,108.18,1.6934,0,0,0,0,6,0,5,1,0.0013,0
1,60.22,0.6487,0,0,1,1,0,1,6,0,0.0002,0
2,19.71,1.1132,0,0,1,0,1,2,3,0,0.0513,0
3,75.57,0.8376,0,0,0,0,3,0,6,0,0.0009,0
0,52.63,1.131,0,0,0,2,1,1,1,0,0.0232,0
0,5.58,-1.0,0,0,0,0,5,1,5,0,0.0006,0
1,72.62,0.037,0,0,0,1,1,3,7,0,0.0123,0
2,50.26,-0.305,0,0,0,3,3,2,5,0,0.1028,0
1,42.05,-0.4261,0,0,0,1,5,1,4,0,0.002,0
1,33.83,-1.0,0,0,0,2,6,1,5,0,0.5138,0
3,13.49,0.0792,0,0,1,0,1,1,6,0,0.3088,0
1,64.1,-1.0,0,0,0,1,2,1,5,0,0.2342,0
1,7.07,0.0014,0,0,0,0,4,1,1,0,0.0489,0
1,33.42,-1.0,0,0,0,1,3,0,2,0,0.1867,0
2,21.98,2.3313,0,0,0,3,2,0,4,1,0.7953,0
2,42.43,0.018,0,0,0,0,4,1,5,0,0.1449,0
1,3.79,0.7512,0,0,0,1,2,1,0,0,0.4173,0
8,78.3,4.2305,1,0,1,5,8,5,18,6,0.7434,1
2,112.39,-1.0,0,0,0,1,6,1,7,0,0.0048,0
1,116.28,0.0827,0,1,0,0,4,1,7,0,0.0212,0
0,90.28,0.035,1,0,0,1,1,1,5,1,0.488,0
1,16.02,-1.0,0,0,0,0,2,0,3,0,0.0046,0
4,43.52,0.2189,0,0,0,1,5,2,2,0,0.4503,0
13,65.34,3.2552,1,0,0,5,6,2,13,1,0.792,1
2,40.76,0.1549,0,0,0,2,2,1,4,1,0.0259,0
0,66.78,0.181,0,0,0,1,2,0,6,0,0.0494,0
2,81.42,-0.3661,0,1,0,2,4,0,6,0,0.1666,0
1,31.32,0.3003,0,0,0,2,2,0,2,1,0.0,0
3,78.12,-0.2414,0,1,0,0,4,4,5,0,0.2033,0
1,126.46,0.6902,0,0,1,2,2,2,6,0,0.0088,0
0,50.4,0.447,0,0,0,2,2,0,5,1,0.022,0
1,137.77,-0.3511,0,0,0,2,1,0,4,1,0.0951,0
4,67.32,-0.772,0,0,0,0,3,1,5,0,0.1973,0
3,78.05,0.3913,0,0,1,1,6,1,0,0,0.0021,0
2,191.44,-0.859,0,0,0,0,7,0,7,2,0.1936,0
0,9.28,1.2597,0,0,0,6,2,0,4,0,0.1097,0
12,172.74,3.9707,1,0,1,5,6,6,17,5,0.4875,1
1,115.98,1.3421,0,0,0,1,5,2,12,0,0.0759,0
1,7.14,-0.5743,0,0,0,2,3,1,14,0,0.0106,0
2,65.93,0.1839,0,0,0,1,2,1,4,0,0.5197,0
0,68.82,1.3412,0,0,0,2,2,1,11,0,0.1404,0
1,77.51,0.9782,0,0,0,0,2,2,6,0,0.0007,0
2,61.02,-0.8703,0,0,0,2,2,1,2,0,0.2558,0
1,87.46,-0.0696,0,1,0,1,4,1,3,0,0.007,0
1,6.75,-0.6226,0,0,0,0,3,2,3,0,0.0033,0
3,21.27,0.1405,0,0,0,3,2,1,4,0,0.089,0
1,41.6,0.2251,0,0,0,3,3,1,4,0,0.0281,0
2,12.29,-0.4409,0,0,0,4,6,1,3,0,0.0408,0
1,64.64,-1.0,0,1,0,2,5,1,6,0,0.019,0
2,47.58,-1.0,0,0,0,2,6,1,7,0,0.2169,0
2,99.37,0.1457,0,1,0,1,3,0,7,0,0.0025,0
1,81.37,0.4294,0,1,0,3,5,2,4,1,0.2409,0
2,32.47,1.036,0,0,0,1,4,1,0,0,0.0005,0
0,86.78,0.0075,0,0,0,1,4,1,6,0,0.009,0
2,46.82,0.3132,0,0,0,3,3,3,7,0,0.0171,0
2,36.27,-0.0238,0,0,0,0,4,2,3,1,0.0,0
4,53.2,0.4874,0,1,0,0,5,2,4,0,0.0509,0
0,68.69,-0.1605,0,0,0,1,3,1,7,0,0.143,0
9,110.72,2.8625,0,1,1,1,6,6,11,4,0.3944,1
0,9.5,0.4903,0,0,0,0,2,1,4,1,0.2605,0
3,44.74,0.4263,0,1,0,2,4,1,6,0,0.0002,0
1,33.07,0.4009,0,1,0,0,4,0,6,0,0.0552,0
10,204.82,2.8298,0,0,0,4,10,3,15,1,0.9128,1
0,30.08,-0.9584,0,0,0,1,5,0,5,0,0.0173,0
1,31.68,0.0209,0,0,0,3,1,0,8,1,0.1401,0
0,43.37,0.7319,0,0,0,0,3,0,9,0,0.0276,0
4,107.24,3.5071,1,0,0,5,7,6,12,4,0.7511,1
0,28.35,-0.517,1,1,0,4,4,1,9,0,0.0424,0
2,24.31,-0.1557,0,0,0,0,3,1,3,0,0.014,0
4,15.21,3.0501,1,1,0,3,7,7,13,4,0.8275,1
1,64.34,-0.1296,0,0,0,3,1,0,8,0,0.1668,0
0,36.8,0.0768,0,0,0,2,0,1,5,0,0.0013,0
2,29.3,-0.1961,0,0,0,3,10,1,4,0,0.012,0
0,113.53,-0.0481,0,0,0,1,4,1,5,0,0.0053,0
0,75.1,-0.7201,0,0,0,2,2,2,2,0,0.0953,0
2,51.78,1.1392,0,0,0,2,2,0,6,0,0.1499,0
4,50.38,1.2359,0,0,0,1,1,3,2,0,0.0323,0
2,12.92,1.3394,0,0,0,1,1,0,3,1,0.0083,0
3,52.31,0.4554,0,0,0,2,2,1,8,1,0.001,0
1,26.03,-0.8932,0,0,1,1,3,0,7,0,0.0511,0
3,46.31,0.8007,0,0,0,0,5,0,7,0,0.0724,0
0,71.79,-1.0,0,0,0,4,4,2,3,0,0.3792,0
2,169.63,-0.1806,0,1,0,1,3,0,7,1,0.0105,0
6,64.91,2.9932,1,0,0,2,5,4,14,3,0.5095,1
4,46.4,-0.6866,0,0,0,0,3,0,2,0,0.0006,0
2,47.11,-0.2257,0,0,0,1,4,1,2,0,0.0137,0
1,11.18,0.9774,0,0,0,0,3,1,2,1,0.02,0
0,135.56,0.7802,0,0,0,1,5,0,9,0,0.0,0
1,191.72,3.1868,1,0,0,2,7,2,8,1,0.4142,1
1,27.44,-1.0,0,0,0,1,4,1,5,1,0.106,0
3,183.32,1.1127,0,0,0,0,2,1,7,0,0.0834,0
2,29.67,-1.0,0,0,0,2,6,2,6,0,0.1447,0
0,9.29,0.4356,0,0,0,0,2,1,4,0,0.0372,0
3,34.13,-1.0,0,0,0,2,2,1,2,0,0.0585,0
9,190.81,3.1598,0,1,0,7,11,4,20,3,0.8901,1
2,40.74,-0.3478,0,0,0,0,4,1,5,0,0.0137,0
1,45.34,-0.1369,0,0,0,2,3,1,7,0,0.0129,0
9,48.93,1.163,1,0,1,4,7,2,13,5,0.7382,1
0,147.9,-1.0,0,0,0,2,3,1,5,1,0.1002,0
3,10.83,0.924,0,0,0,0,4,1,8,0,0.0149,0
2,30.96,-1.0,0,0,0,0,4,0,6,0,0.0461,0
2,8.65,-0.37,0,0,0,2,2,2,3,0,0.0824,0
0,69.31,0.6641,0,0,1,2,2,3,2,1,0.6068,0
0,39.52,-0.1294,0,0,0,1,5,2,7,0,0.0487,0
4,18.74,-0.0536,0,0,0,1,0,1,3,0,0.1369,0
8,216.7,1.1747,1,0,1,1,10,4,17,5,0.781,1
1,25.35,-0.8125,0,0,0,2,0,1,3,0,0.0003,0
0,41.71,-1.0,0,0,0,1,2,0,8,0,0.0305,0
0,10.53,0.3443,0,0,0,0,3,2,2,0,0.09,0
0,33.17,-0.2444,1,1,0,1,3,1,2,0,0.1281,0
0,84.15,-0.2537,0,0,1,1,2,0,5,0,0.0542,0
2,37.78,2.2411,0,0,0,1,6,1,4,0,0.1977,0
0,2.59,0.2192,0,1,0,1,2,1,6,1,0.0001,0
1,67.99,0.4897,0,0,0,0,3,2,6,0,0.2742,0
1,12.74,-0.7911,0,0,0,2,4,0,4,0,0.1163,0
3,42.02,-0.2874,0,0,0,0,2,0,6,1,0.3145,0
2,42.4,0.0322,0,0,0,0,4,1,4,0,0.0144,0
0,121.12,0.611,0,0,1,2,1,1,3,0,0.0003,0
1,75.99,-0.1728,0,0,0,1,3,3,3,1,0.0545,0
4,24.52,-0.568,0,0,0,4,1,1,8,0,0.0085,0
3,81.76,1.6321,0,0,0,1,2,1,3,1,0.2407,0
2,29.75,1.6177,0,0,0,1,3,2,5,3,0.0637,0
0,56.39,-0.2483,0,0,0,3,4,1,2,0,0.0612,0
1,52.09,-0.8065,0,0,1,1,3,1,1,0,0.0625,0
3,110.8,0.8323,0,0,0,5,9,6,17,5,0.4691,1
0,43.83,0.4397,0,0,0,2,2,0,4,0,0.0021,0
1,8.61,-0.2686,0,0,0,1,4,0,5,0,0.0029,0
6,158.77,1.4522,1,0,1,5,7,8,17,3,0.6794,1
2,25.39,-0.3299,0,0,0,0,3,3,3,1,0.2228,0
1,38.52,0.2321,0,0,0,2,5,1,8,0,0.0638,0
1,39.89,0.8625,0,0,0,1,2,0,6,0,0.0416,0
3,70.78,0.6233,0,0,0,3,3,2,7,0,0.0284,0
4,168.86,1.8031,1,1,0,6,10,3,8,0,0.8722,1
2,62.95,0.3999,0,0,0,1,0,1,5,0,0.204,0
2,23.85,0.0527,0,0,0,3,3,2,5,1,0.0017,0
3,27.79,-1.0,0,0,0,1,2,1,6,1,0.0004,0
6,60.35,1.9471,0,1,0,5,7,6,11,3,0.8925,1
7,317.52,3.1102,0,1,0,4,5,3,18,6,0.8019,1
1,33.95,0.9349,0,0,0,1,2,2,3,0,0.0019,0
1,25.06,1.2535,0,0,0,4,4,3,6,0,0.0275,0
1,30.53,-0.4555,0,0,0,1,3,1,4,0,0.0091,0
5,169.48,2.7449,1,0,0,2,5,2,11,0,0.8099,1
4,33.27,-0.061,0,0,0,0,3,0,3,0,0.1553,0
1,44.78,1.1473,0,0,0,0,5,2,7,0,0.1691,0
0,18.63,0.0029,0,1,0,2,6,2,4,0,0.0352,0
7,199.85,3.1097,1,1,0,4,9,9,20,4,0.7695,1
0,106.58,-0.3702,0,0,0,0,2,1,1,0,0.014,0
1,13.34,1.0332,0,0,0,2,5,0,6,1,0.1381,0
4,192.67,1.3346,0,0,1,8,6,8,20,3,0.7997,1
0,79.74,1.2932,0,0,0,2,5,1,4,1,0.1411,0
1,26.47,0.5616,0,0,0,2,7,0,9,1,0.0004,0
1,9.59,-0.7559,0,0,0,2,7,0,4,0,0.0441,0
2,44.56,0.2851,0,0,1,4,3,0,4,1,0.0764,0
2,74.83,-0.7379,0,0,0,1,1,0,3,0,0.146,0
12,100.92,1.6622,0,1,0,6,9,5,10,6,0.7804,1
0,21.91,0.996,0,0,0,0,3,0,5,1,0.3438,0
1,19.32,0.6026,0,0,0,3,5,2,7,0,0.2668,0
2,43.75,0.5485,0,0,0,3,2,1,7,0,0.1564,0
6,126.68,2.9086,0,1,0,3,11,5,10,2,0.7939,1
3,51.99,-0.7399,0,0,0,0,5,3,5,0,0.0019,0
2,130.89,-0.3108,0,0,0,0,5,4,8,0,0.0001,0
2,23.39,-0.7142,1,0,0,1,1,4,3,0,0.0149,0
4,34.1,-0.0082,0,0,0,0,0,1,8,0,0.0713,0
0,41.14,1.6068,0,0,0,1,5,2,8,0,0.0234,0
1,52.85,-0.0383,0,0,0,0,0,0,5,0,0.0589,0
1,21.39,-0.6626,0,0,0,1,3,0,4,1,0.1843,0
0,45.62,1.2299,0,0,0,1,2,2,5,0,0.0006,0
0,211.78,-1.0,0,0,0,1,6,1,3,1,0.0209,0
8,110.37,3.6108,1,1,0,5,7,8,12,2,0.6121,1
3,44.07,-1.0,1,0,0,0,2,3,3,0,0.2391,0
0,14.92,0.9618,0,0,0,0,4,2,4,0,0.3096,0
10,50.3,0.0076,0,0,1,8,10,4,13,3,0.879,1
8,195.44,3.0487,0,1,1,2,6,10,13,4,0.7229,1
1,22.27,-1.0,0,0,0,0,2,0,4,0,0.0035,0
4,261.9,2.7067,1,0,1,5,12,5,17,3,0.9218,1
2,114.11,1.9213,0,0,0,1,4,1,1,0,0.0371,0
1,56.53,-0.0909,0,0,0,2,7,0,8,0,0.0125,0
5,7.75,0.3468,0,0,0,1,2,1,3,0,0.159,0
3,65.16,-0.2098,0,0,0,3,4,2,2,0,0.0879,0
2,12.82,-1.0,0,1,0,2,2,0,5,0,0.0004,0
0,47.16,0.0573,0,0,0,0,4,2,5,0,0.0504,0
3,133.33,0.386,0,0,0,0,1,0,3,1,0.0172,0
0,67.79,-1.0,0,0,0,0,2,0,4,0,0.0311,0
1,54.75,1.6219,1,0,1,3,6,3,17,5,0.6292,1
2,28.36,-0.8939,0,0,0,3,3,1,1,0,0.0001,0
1,58.68,-0.1627,0,0,0,0,3,2,6,0,0.0663,0
1,32.04,-1.0,0,0,0,0,3,0,5,0,0.0085,0
0,29.47,0.728,1,1,0,1,4,2,7,0,0.0614,0
0,35.32,0.2904,0,0,0,1,1,0,6,0,0.035,0
2,11.38,-0.8043,0,0,0,0,5,1,6,0,0.1173,0
0,89.61,-0.3809,0,0,0,3,2,2,1,0,0.0184,0
1,17.6,-0.3828,1,0,1,1,6,0,4,0,0.376,0
2,24.61,-0.2713,0,0,0,2,1,0,7,0,0.1534,0
0,60.06,-1.0,0,1,0,0,0,0,8,0,0.085,0
2,65.96,0.2247,0,0,0,0,2,2,4,0,0.07,0
0,91.12,-1.0,0,0,0,1,4,1,6,0,0.4428,0
4,10.39,0.6251,0,0,0,0,0,0,7,0,0.1103,0
0,153.23,-0.9547,0,0,0,3,0,4,5,1,0.0042,0
5,77.27,3.0616,1,0,0,3,9,2,16,2,0.8277,1
0,51.02,-0.2127,0,0,0,2,3,2,9,0,0.0204,0
3,42.66,-1.0,0,0,0,3,3,0,3,1,0.1569,0
1,4.48,-0.6198,0,0,0,0,2,1,8,1,0.2997,0
2,11.19,-0.7991,0,0,0,0,5,1,7,1,0.1696,0
2,75.64,-0.5379,0,0,0,0,7,0,2,0,0.1017,0
1,81.4,-0.9001,0,0,0,0,2,0,7,2,0.0069,0
1,122.41,0.4951,0,1,0,1,3,1,2,0,0.005,0
1,65.04,0.8544,0,0,0,0,4,1,3,1,0.0122,0
0,36.65,-1.0,1,1,0,0,2,0,7,2,0.5605,0
0,19.89,-1.0,0,0,1,0,0,2,6,0,0.017,0
2,60.05,0.1447,0,1,0,0,1,1,1,0,0.2502,0
1,35.46,0.2242,0,0,1,0,5,0,5,0,0.0956,0
0,39.12,1.7324,0,0,0,1,1,1,2,1,0.0343,0
10,84.32,2.3862,0,0,1,2,7,5,21,2,0.4745,1
2,33.38,-1.0,0,0,0,3,5,2,6,3,0.1095,0
2,149.27,0.2173,0,0,0,0,1,3,8,1,0.0348,0
1,43.13,-1.0,0,1,0,0,1,1,6,0,0.0121,0
0,9.44,0.1677,0,0,0,0,1,0,3,0,0.0281,0
1,87.4,0.7812,0,1,1,0,6,0,6,0,0.1402,0
2,64.66,0.0947,0,1,0,0,2,3,2,0,0.0141,0
4,65.05,-0.8616,0,0,0,1,4,2,4,0,0.0871,0
5,60.87,0.1327,0,0,0,0,8,1,5,1,0.1122,0
2,54.05,0.5506,0,0,0,3,4,0,5,0,0.109,0
7,120.76,2.0907,0,1,1,2,5,6,20,2,0.9325,1
2,38.99,0.3159,1,0,0,4,0,2,5,1,0.0475,0
3,35.27,-0.2278,0,1,1,1,3,1,7,0,0.1521,0
2,36.84,-0.4981,0,0,0,2,3,1,3,0,0.044,0
3,5.43,0.7565,1,0,0,1,5,1,4,0,0.0828,0
1,36.45,0.0551,0,0,0,1,3,2,5,0,0.0204,0
2,28.51,1.2147,0,0,0,0,2,1,8,0,0.0384,0
0,69.24,-0.8277,0,1,0,3,3,1,4,0,0.0003,0
10,165.99,-0.4733,1,1,1,4,6,9,16,2,0.9558,1
10,222.99,2.7997,1,1,1,2,10,3,15,7,0.9069,1
1,96.95,-0.6915,0,0,0,1,1,2,6,1,0.0025,0
3,27.04,-0.1823,0,0,0,1,3,3,9,0,0.0445,0
0,146.63,-1.0,0,0,0,2,3,0,3,0,0.0551,0
1,99.34,0.0742,1,0,0,2,9,2,5,0,0.0353,0
0,65.98,0.8148,1,0,0,0,2,0,9,0,0.0819,0
1,19.25,-0.3061,0,0,0,2,6,0,4,1,0.1047,0
